gold_id,base_date,item_name,price_krw,weight_kg,price_per_gram,price_per_ounce,created_at,updated_at,deleted_at,deleted_yn
187,2023-05-18,"금 99.99_1Kg",85200,1.0000,85.2000,2739.2416,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
188,2023-05-18,"미니금 99.99_100g",84730,0.1000,847.3000,27241.3072,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
189,2023-05-19,"금 99.99_1Kg",84100,1.0000,84.1000,2703.8758,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
190,2023-05-19,"미니금 99.99_100g",83850,0.1000,838.5000,26958.3809,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
191,2023-05-22,"금 99.99_1Kg",84110,1.0000,84.1100,2704.1973,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
192,2023-05-22,"미니금 99.99_100g",83640,0.1000,836.4000,26890.8644,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
193,2023-05-23,"금 99.99_1Kg",83090,1.0000,83.0900,2671.4035,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
194,2023-05-23,"미니금 99.99_100g",82800,0.1000,828.0000,26620.7983,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
195,2023-05-24,"금 99.99_1Kg",83820,1.0000,83.8200,2694.8736,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
196,2023-05-24,"미니금 99.99_100g",83650,0.1000,836.5000,26894.0794,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
197,2023-05-25,"금 99.99_1Kg",83650,1.0000,83.6500,2689.4079,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
198,2023-05-25,"미니금 99.99_100g",83300,0.1000,833.0000,26781.5519,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
199,2023-05-26,"금 99.99_1Kg",83220,1.0000,83.2200,2675.5831,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
200,2023-05-26,"미니금 99.99_100g",82900,0.1000,829.0000,26652.9490,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
201,2023-05-30,"금 99.99_1Kg",82510,1.0000,82.5100,2652.7561,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
202,2023-05-30,"미니금 99.99_100g",82280,0.1000,822.8000,26453.6145,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
203,2023-05-31,"금 99.99_1Kg",83450,1.0000,83.4500,2682.9778,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
204,2023-05-31,"미니금 99.99_100g",83350,0.1000,833.5000,26797.6273,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
205,2023-06-01,"금 99.99_1Kg",83480,1.0000,83.4800,2683.9423,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
206,2023-06-01,"미니금 99.99_100g",83380,0.1000,833.8000,26807.2725,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
207,2023-06-02,"금 99.99_1Kg",83020,1.0000,83.0200,2669.1530,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
208,2023-06-02,"미니금 99.99_100g",82900,0.1000,829.0000,26652.9490,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
209,2023-06-05,"금 99.99_1Kg",81700,1.0000,81.7000,2626.7140,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
210,2023-06-05,"미니금 99.99_100g",81770,0.1000,817.7000,26289.6459,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
211,2023-06-07,"금 99.99_1Kg",82150,1.0000,82.1500,2641.1819,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
212,2023-06-07,"미니금 99.99_100g",82000,0.1000,820.0000,26363.5925,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
213,2023-06-08,"금 99.99_1Kg",81660,1.0000,81.6600,2625.4280,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
214,2023-06-08,"미니금 99.99_100g",81490,0.1000,814.9000,26199.6238,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
215,2023-06-09,"금 99.99_1Kg",81830,1.0000,81.8300,2630.8936,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
216,2023-06-09,"미니금 99.99_100g",81630,0.1000,816.3000,26244.6348,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
217,2023-06-12,"금 99.99_1Kg",81440,1.0000,81.4400,2618.3548,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
218,2023-06-12,"미니금 99.99_100g",81180,0.1000,811.8000,26099.9566,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
219,2023-06-13,"금 99.99_1Kg",80270,1.0000,80.2700,2580.7385,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
220,2023-06-13,"미니금 99.99_100g",80200,0.1000,802.0000,25784.8795,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
221,2023-06-14,"금 99.99_1Kg",80180,1.0000,80.1800,2577.8449,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
222,2023-06-14,"미니금 99.99_100g",79890,0.1000,798.9000,25685.2123,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
223,2023-06-15,"금 99.99_1Kg",80000,1.0000,80.0000,2572.0578,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
224,2023-06-15,"미니금 99.99_100g",79650,0.1000,796.5000,25608.0505,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
225,2023-06-16,"금 99.99_1Kg",80410,1.0000,80.4100,2585.2396,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
226,2023-06-16,"미니금 99.99_100g",79720,0.1000,797.2000,25630.5560,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
227,2023-06-19,"금 99.99_1Kg",80850,1.0000,80.8500,2599.3859,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
228,2023-06-19,"미니금 99.99_100g",80320,0.1000,803.2000,25823.4604,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
229,2023-06-20,"금 99.99_1Kg",80650,1.0000,80.6500,2592.9558,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
230,2023-06-20,"미니금 99.99_100g",80170,0.1000,801.7000,25775.2343,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
231,2023-06-21,"금 99.99_1Kg",80600,1.0000,80.6000,2591.3482,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
232,2023-06-21,"미니금 99.99_100g",80210,0.1000,802.1000,25788.0946,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
233,2023-06-22,"금 99.99_1Kg",80560,1.0000,80.5600,2590.0622,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
234,2023-06-22,"미니금 99.99_100g",80250,0.1000,802.5000,25800.9549,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
235,2023-06-23,"금 99.99_1Kg",80760,1.0000,80.7600,2596.4924,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
236,2023-06-23,"미니금 99.99_100g",80270,0.1000,802.7000,25807.3850,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
237,2023-06-26,"금 99.99_1Kg",80910,1.0000,80.9100,2601.3150,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
238,2023-06-26,"미니금 99.99_100g",80600,0.1000,806.0000,25913.4824,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
239,2023-06-27,"금 99.99_1Kg",80710,1.0000,80.7100,2594.8848,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
240,2023-06-27,"미니금 99.99_100g",80400,0.1000,804.0000,25849.1810,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
241,2023-06-28,"금 99.99_1Kg",80760,1.0000,80.7600,2596.4924,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
242,2023-06-28,"미니금 99.99_100g",80420,0.1000,804.2000,25855.6111,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
243,2023-06-29,"금 99.99_1Kg",80810,1.0000,80.8100,2598.0999,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
244,2023-06-29,"미니금 99.99_100g",80450,0.1000,804.5000,25865.2563,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
245,2023-06-30,"금 99.99_1Kg",80990,1.0000,80.9900,2603.8870,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
246,2023-06-30,"미니금 99.99_100g",80690,0.1000,806.9000,25942.4181,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
247,2023-07-03,"금 99.99_1Kg",80940,1.0000,80.9400,2602.2795,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
248,2023-07-03,"미니금 99.99_100g",80550,0.1000,805.5000,25897.4070,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
249,2023-07-04,"금 99.99_1Kg",80810,1.0000,80.8100,2598.0999,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
250,2023-07-04,"미니금 99.99_100g",80560,0.1000,805.6000,25900.6221,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
251,2023-07-05,"금 99.99_1Kg",80710,1.0000,80.7100,2594.8848,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
252,2023-07-05,"미니금 99.99_100g",80310,0.1000,803.1000,25820.2453,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
253,2023-07-06,"금 99.99_1Kg",80670,1.0000,80.6700,2593.5988,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
254,2023-07-06,"미니금 99.99_100g",80220,0.1000,802.2000,25791.3097,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
255,2023-07-07,"금 99.99_1Kg",80600,1.0000,80.6000,2591.3482,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
256,2023-07-07,"미니금 99.99_100g",80300,0.1000,803.0000,25817.0302,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
257,2023-07-10,"금 99.99_1Kg",80860,1.0000,80.8600,2599.7074,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
258,2023-07-10,"미니금 99.99_100g",80600,0.1000,806.0000,25913.4824,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
259,2023-07-11,"금 99.99_1Kg",80670,1.0000,80.6700,2593.5988,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
260,2023-07-11,"미니금 99.99_100g",80170,0.1000,801.7000,25775.2343,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
261,2023-07-12,"금 99.99_1Kg",80630,1.0000,80.6300,2592.3128,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
262,2023-07-12,"미니금 99.99_100g",80290,0.1000,802.9000,25813.8152,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
263,2023-07-13,"금 99.99_1Kg",80700,1.0000,80.7000,2594.5633,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
264,2023-07-13,"미니금 99.99_100g",80260,0.1000,802.6000,25804.1699,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
265,2023-07-14,"금 99.99_1Kg",80080,1.0000,80.0800,2574.6299,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
266,2023-07-14,"미니금 99.99_100g",79760,0.1000,797.6000,25643.4163,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
267,2023-07-17,"금 99.99_1Kg",79820,1.0000,79.8200,2566.2707,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
268,2023-07-17,"미니금 99.99_100g",79580,0.1000,795.8000,25585.5450,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
269,2023-07-18,"금 99.99_1Kg",79770,1.0000,79.7700,2564.6631,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
270,2023-07-18,"미니금 99.99_100g",79460,0.1000,794.6000,25546.9642,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
271,2023-07-19,"금 99.99_1Kg",80750,1.0000,80.7500,2596.1708,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
272,2023-07-19,"미니금 99.99_100g",80500,0.1000,805.0000,25881.3317,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
273,2023-07-20,"금 99.99_1Kg",80950,1.0000,80.9500,2602.6010,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
274,2023-07-20,"미니금 99.99_100g",80700,0.1000,807.0000,25945.6331,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
275,2023-07-21,"금 99.99_1Kg",81570,1.0000,81.5700,2622.5344,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
276,2023-07-21,"미니금 99.99_100g",81240,0.1000,812.4000,26119.2470,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
277,2023-07-24,"금 99.99_1Kg",80870,1.0000,80.8700,2600.0289,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
278,2023-07-24,"미니금 99.99_100g",80640,0.1000,806.4000,25926.3427,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
279,2023-07-25,"금 99.99_1Kg",80840,1.0000,80.8400,2599.0644,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
280,2023-07-25,"미니금 99.99_100g",80590,0.1000,805.9000,25910.2673,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
281,2023-07-26,"금 99.99_1Kg",80900,1.0000,80.9000,2600.9935,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
282,2023-07-26,"미니금 99.99_100g",80590,0.1000,805.9000,25910.2673,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
283,2023-07-27,"금 99.99_1Kg",81190,1.0000,81.1900,2610.3172,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
284,2023-07-27,"미니금 99.99_100g",81010,0.1000,810.1000,26045.3004,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
285,2023-07-28,"금 99.99_1Kg",80310,1.0000,80.3100,2582.0245,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
286,2023-07-28,"미니금 99.99_100g",80080,0.1000,800.8000,25746.2986,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
287,2023-07-31,"금 99.99_1Kg",80400,1.0000,80.4000,2584.9181,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
288,2023-07-31,"미니금 99.99_100g",79910,0.1000,799.1000,25691.6424,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
289,2023-08-01,"금 99.99_1Kg",80750,1.0000,80.7500,2596.1708,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
290,2023-08-01,"미니금 99.99_100g",80690,0.1000,806.9000,25942.4181,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
291,2023-08-02,"금 99.99_1Kg",81380,1.0000,81.3800,2616.4258,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
292,2023-08-02,"미니금 99.99_100g",81100,0.1000,811.0000,26074.2360,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
293,2023-08-03,"금 99.99_1Kg",80990,1.0000,80.9900,2603.8870,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
294,2023-08-03,"미니금 99.99_100g",80710,0.1000,807.1000,25948.8482,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
295,2023-08-04,"금 99.99_1Kg",81500,1.0000,81.5000,2620.2839,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
296,2023-08-04,"미니금 99.99_100g",81380,0.1000,813.8000,26164.2580,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
297,2023-08-07,"금 99.99_1Kg",81370,1.0000,81.3700,2616.1043,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
298,2023-08-07,"미니금 99.99_100g",81150,0.1000,811.5000,26090.3114,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
299,2023-08-08,"금 99.99_1Kg",81820,1.0000,81.8200,2630.5721,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
300,2023-08-08,"미니금 99.99_100g",81650,0.1000,816.5000,26251.0650,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
301,2023-08-09,"금 99.99_1Kg",81830,1.0000,81.8300,2630.8936,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
302,2023-08-09,"미니금 99.99_100g",81610,0.1000,816.1000,26238.2047,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
303,2023-08-10,"금 99.99_1Kg",81270,1.0000,81.2700,2612.8892,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
304,2023-08-10,"미니금 99.99_100g",81000,0.1000,810.0000,26042.0853,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
305,2023-08-11,"금 99.99_1Kg",81600,1.0000,81.6000,2623.4990,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
306,2023-08-11,"미니금 99.99_100g",81400,0.1000,814.0000,26170.6882,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
307,2023-08-14,"금 99.99_1Kg",81930,1.0000,81.9300,2634.1087,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
308,2023-08-14,"미니금 99.99_100g",81640,0.1000,816.4000,26247.8499,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
309,2023-08-16,"금 99.99_1Kg",81970,1.0000,81.9700,2635.3947,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
310,2023-08-16,"미니금 99.99_100g",81830,0.1000,818.3000,26308.9363,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
311,2023-08-17,"금 99.99_1Kg",81750,1.0000,81.7500,2628.3216,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
312,2023-08-17,"미니금 99.99_100g",81550,0.1000,815.5000,26218.9143,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
313,2023-08-18,"금 99.99_1Kg",81620,1.0000,81.6200,2624.1420,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
314,2023-08-18,"미니금 99.99_100g",81340,0.1000,813.4000,26151.3978,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
315,2023-08-21,"금 99.99_1Kg",81710,1.0000,81.7100,2627.0355,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
316,2023-08-21,"미니금 99.99_100g",81280,0.1000,812.8000,26132.1073,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
317,2023-08-22,"금 99.99_1Kg",81670,1.0000,81.6700,2625.7495,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
318,2023-08-22,"미니금 99.99_100g",81450,0.1000,814.5000,26186.7635,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
319,2023-08-23,"금 99.99_1Kg",81950,1.0000,81.9500,2634.7517,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
320,2023-08-23,"미니금 99.99_100g",81700,0.1000,817.0000,26267.1404,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
321,2023-08-24,"금 99.99_1Kg",81800,1.0000,81.8000,2629.9291,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
322,2023-08-24,"미니금 99.99_100g",81450,0.1000,814.5000,26186.7635,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
323,2023-08-25,"금 99.99_1Kg",81750,1.0000,81.7500,2628.3216,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
324,2023-08-25,"미니금 99.99_100g",81460,0.1000,814.6000,26189.9786,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
325,2023-08-28,"금 99.99_1Kg",81700,1.0000,81.7000,2626.7140,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
326,2023-08-28,"미니금 99.99_100g",81430,0.1000,814.3000,26180.3334,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
327,2023-08-29,"금 99.99_1Kg",81980,1.0000,81.9800,2635.7162,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
328,2023-08-29,"미니금 99.99_100g",81650,0.1000,816.5000,26251.0650,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
329,2023-08-30,"금 99.99_1Kg",82510,1.0000,82.5100,2652.7561,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
330,2023-08-30,"미니금 99.99_100g",82160,0.1000,821.6000,26415.0337,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
331,2023-08-31,"금 99.99_1Kg",82790,1.0000,82.7900,2661.7583,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
332,2023-08-31,"미니금 99.99_100g",82470,0.1000,824.7000,26514.7009,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
333,2023-09-01,"금 99.99_1Kg",82410,1.0000,82.4100,2649.5410,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
334,2023-09-01,"미니금 99.99_100g",82200,0.1000,822.0000,26427.8940,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
335,2023-09-04,"금 99.99_1Kg",82750,1.0000,82.7500,2660.4723,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
336,2023-09-04,"미니금 99.99_100g",82450,0.1000,824.5000,26508.2708,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
337,2023-09-05,"금 99.99_1Kg",82860,1.0000,82.8600,2664.0089,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
338,2023-09-05,"미니금 99.99_100g",82570,0.1000,825.7000,26546.8516,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
339,2023-09-06,"금 99.99_1Kg",82700,1.0000,82.7000,2658.8648,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
340,2023-09-06,"미니금 99.99_100g",82400,0.1000,824.0000,26492.1954,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
341,2023-09-07,"금 99.99_1Kg",82670,1.0000,82.6700,2657.9002,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
342,2023-09-07,"미니금 99.99_100g",82320,0.1000,823.2000,26466.4748,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
343,2023-09-08,"금 99.99_1Kg",82790,1.0000,82.7900,2661.7583,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
344,2023-09-08,"미니금 99.99_100g",82500,0.1000,825.0000,26524.3461,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
345,2023-09-11,"금 99.99_1Kg",82800,1.0000,82.8000,2662.0798,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
346,2023-09-11,"미니금 99.99_100g",82440,0.1000,824.4000,26505.0557,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
347,2023-09-12,"금 99.99_1Kg",82350,1.0000,82.3500,2647.6120,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
348,2023-09-12,"미니금 99.99_100g",81920,0.1000,819.2000,26337.8719,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
349,2023-09-13,"금 99.99_1Kg",82120,1.0000,82.1200,2640.2173,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
350,2023-09-13,"미니금 99.99_100g",81720,0.1000,817.2000,26273.5705,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
351,2023-09-14,"금 99.99_1Kg",81810,1.0000,81.8100,2630.2506,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
352,2023-09-14,"미니금 99.99_100g",81480,0.1000,814.8000,26196.4088,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
353,2023-09-15,"금 99.99_1Kg",82110,1.0000,82.1100,2639.8958,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
354,2023-09-15,"미니금 99.99_100g",81940,0.1000,819.4000,26344.3021,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
355,2023-09-18,"금 99.99_1Kg",82500,1.0000,82.5000,2652.4346,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
356,2023-09-18,"미니금 99.99_100g",82150,0.1000,821.5000,26411.8186,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
357,2023-09-19,"금 99.99_1Kg",82560,1.0000,82.5600,2654.3637,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
358,2023-09-19,"미니금 99.99_100g",82300,0.1000,823.0000,26460.0447,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
359,2023-09-20,"금 99.99_1Kg",82790,1.0000,82.7900,2661.7583,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
360,2023-09-20,"미니금 99.99_100g",82470,0.1000,824.7000,26514.7009,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
361,2023-09-21,"금 99.99_1Kg",83300,1.0000,83.3000,2678.1552,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
362,2023-09-21,"미니금 99.99_100g",83050,0.1000,830.5000,26701.1751,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
363,2023-09-22,"금 99.99_1Kg",83050,1.0000,83.0500,2670.1175,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
364,2023-09-22,"미니금 99.99_100g",82660,0.1000,826.6000,26575.7873,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
365,2023-09-25,"금 99.99_1Kg",82750,1.0000,82.7500,2660.4723,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
366,2023-09-25,"미니금 99.99_100g",82550,0.1000,825.5000,26540.4215,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
367,2023-09-26,"금 99.99_1Kg",83210,1.0000,83.2100,2675.2616,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
368,2023-09-26,"미니금 99.99_100g",82930,0.1000,829.3000,26662.5942,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
369,2023-09-27,"금 99.99_1Kg",82730,1.0000,82.7300,2659.8293,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
370,2023-09-27,"미니금 99.99_100g",82300,0.1000,823.0000,26460.0447,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
371,2023-10-04,"금 99.99_1Kg",80470,1.0000,80.4700,2587.1686,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
372,2023-10-04,"미니금 99.99_100g",80290,0.1000,802.9000,25813.8152,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
373,2023-10-05,"금 99.99_1Kg",80200,1.0000,80.2000,2578.4880,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
374,2023-10-05,"미니금 99.99_100g",79810,0.1000,798.1000,25659.4917,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
375,2023-10-06,"금 99.99_1Kg",80510,1.0000,80.5100,2588.4547,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
376,2023-10-06,"미니금 99.99_100g",80010,0.1000,800.1000,25723.7931,"2025-05-08 15:17:25","2025-05-08 15:17:25",NULL,N
