gold_id,base_date,currency_code,item_name,price_krw,weight_kg,price_per_gram,price_per_ounce,price_per_kilogram,created_at,updated_at,deleted_at,deleted_yn
1012,"2023-03-17",KRW,미니금 99.99_100g,80300,0.1000,803.0000,25817.0302,80300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1013,"2023-03-20",KRW,금 99.99_1Kg,83490,1.0000,83.4900,2684.2638,83490.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1014,"2023-03-20",KRW,미니금 99.99_100g,82810,0.1000,828.1000,26624.0134,82810.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1015,"2023-03-21",KRW,금 99.99_1Kg,83020,1.0000,83.0200,2669.1530,83020.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1016,"2023-03-21",KRW,미니금 99.99_100g,82270,0.1000,822.7000,26450.3995,82270.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1017,"2023-03-22",KRW,금 99.99_1Kg,81340,1.0000,81.3400,2615.1398,81340.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1018,"2023-03-22",KRW,미니금 99.99_100g,80940,0.1000,809.4000,26022.7949,80940.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1019,"2023-03-23",KRW,금 99.99_1Kg,81360,1.0000,81.3600,2615.7828,81360.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1020,"2023-03-23",KRW,미니금 99.99_100g,81140,0.1000,811.4000,26087.0963,81140.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1021,"2023-03-24",KRW,금 99.99_1Kg,82300,1.0000,82.3000,2646.0045,82300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1022,"2023-03-24",KRW,미니금 99.99_100g,82090,0.1000,820.9000,26392.5282,82090.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1023,"2023-03-27",KRW,금 99.99_1Kg,82400,1.0000,82.4000,2649.2195,82400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1024,"2023-03-27",KRW,미니금 99.99_100g,81920,0.1000,819.2000,26337.8719,81920.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1025,"2023-03-28",KRW,금 99.99_1Kg,81670,1.0000,81.6700,2625.7495,81670.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1026,"2023-03-28",KRW,미니금 99.99_100g,81300,0.1000,813.0000,26138.5375,81300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1027,"2023-03-29",KRW,금 99.99_1Kg,82000,1.0000,82.0000,2636.3593,82000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1028,"2023-03-29",KRW,미니금 99.99_100g,81690,0.1000,816.9000,26263.9253,81690.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1029,"2023-03-30",KRW,금 99.99_1Kg,81960,1.0000,81.9600,2635.0732,81960.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1030,"2023-03-30",KRW,미니금 99.99_100g,81760,0.1000,817.6000,26286.4308,81760.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1031,"2023-03-31",KRW,금 99.99_1Kg,82430,1.0000,82.4300,2650.1841,82430.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1032,"2023-03-31",KRW,미니금 99.99_100g,82290,0.1000,822.9000,26456.8296,82290.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1033,"2023-04-03",KRW,금 99.99_1Kg,82540,1.0000,82.5400,2653.7206,82540.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1034,"2023-04-03",KRW,미니금 99.99_100g,82310,0.1000,823.1000,26463.2598,82310.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1035,"2023-04-04",KRW,금 99.99_1Kg,83430,1.0000,83.4300,2682.3348,83430.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1036,"2023-04-04",KRW,미니금 99.99_100g,83180,0.1000,831.8000,26742.9710,83180.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1037,"2023-04-05",KRW,금 99.99_1Kg,84980,1.0000,84.9800,2732.1684,84980.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1038,"2023-04-05",KRW,미니금 99.99_100g,84680,0.1000,846.8000,27225.2319,84680.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1039,"2023-04-06",KRW,금 99.99_1Kg,85300,1.0000,85.3000,2742.4566,85300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1040,"2023-04-06",KRW,미니금 99.99_100g,85160,0.1000,851.6000,27379.5554,85160.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1041,"2023-04-07",KRW,금 99.99_1Kg,86330,1.0000,86.3300,2775.5719,86330.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1042,"2023-04-07",KRW,미니금 99.99_100g,85820,0.1000,858.2000,27591.7501,85820.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1043,"2023-04-10",KRW,금 99.99_1Kg,84800,1.0000,84.8000,2726.3813,84800.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1044,"2023-04-10",KRW,미니금 99.99_100g,84110,0.1000,841.1000,27041.9728,84110.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1045,"2023-04-11",KRW,금 99.99_1Kg,85030,1.0000,85.0300,2733.7759,85030.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1046,"2023-04-11",KRW,미니금 99.99_100g,84500,0.1000,845.0000,27167.3606,84500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1047,"2023-04-12",KRW,금 99.99_1Kg,85880,1.0000,85.8800,2761.1041,85880.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1048,"2023-04-12",KRW,미니금 99.99_100g,85580,0.1000,855.8000,27514.5884,85580.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1049,"2023-04-13",KRW,금 99.99_1Kg,85170,1.0000,85.1700,2738.2770,85170.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1050,"2023-04-13",KRW,미니금 99.99_100g,85000,0.1000,850.0000,27328.1142,85000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1051,"2023-04-14",KRW,금 99.99_1Kg,85360,1.0000,85.3600,2744.3857,85360.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1052,"2023-04-14",KRW,미니금 99.99_100g,85000,0.1000,850.0000,27328.1142,85000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1053,"2023-04-17",KRW,금 99.99_1Kg,84750,1.0000,84.7500,2724.7737,84750.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1054,"2023-04-17",KRW,미니금 99.99_100g,84200,0.1000,842.0000,27070.9084,84200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1055,"2023-04-18",KRW,금 99.99_1Kg,84700,1.0000,84.7000,2723.1662,84700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1056,"2023-04-18",KRW,미니금 99.99_100g,84300,0.1000,843.0000,27103.0591,84300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1057,"2023-04-19",KRW,금 99.99_1Kg,84700,1.0000,84.7000,2723.1662,84700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1058,"2023-04-19",KRW,미니금 99.99_100g,84290,0.1000,842.9000,27099.8441,84290.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1059,"2023-04-20",KRW,금 99.99_1Kg,84720,1.0000,84.7200,2723.8092,84720.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1060,"2023-04-20",KRW,미니금 99.99_100g,84300,0.1000,843.0000,27103.0591,84300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1061,"2023-04-21",KRW,금 99.99_1Kg,84900,1.0000,84.9000,2729.5963,84900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1062,"2023-04-21",KRW,미니금 99.99_100g,84850,0.1000,848.5000,27279.8881,84850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1063,"2023-04-24",KRW,금 99.99_1Kg,84780,1.0000,84.7800,2725.7383,84780.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1064,"2023-04-24",KRW,미니금 99.99_100g,84600,0.1000,846.0000,27199.5113,84600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1065,"2023-04-25",KRW,금 99.99_1Kg,85260,1.0000,85.2600,2741.1706,85260.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1066,"2023-04-25",KRW,미니금 99.99_100g,85000,0.1000,850.0000,27328.1142,85000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1067,"2023-04-26",KRW,금 99.99_1Kg,85700,1.0000,85.7000,2755.3169,85700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1068,"2023-04-26",KRW,미니금 99.99_100g,85500,0.1000,855.0000,27488.8678,85500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1069,"2023-04-27",KRW,금 99.99_1Kg,86000,1.0000,86.0000,2764.9621,86000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1070,"2023-04-27",KRW,미니금 99.99_100g,85600,0.1000,856.0000,27521.0185,85600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1071,"2023-04-28",KRW,금 99.99_1Kg,85280,1.0000,85.2800,2741.8136,85280.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1072,"2023-04-28",KRW,미니금 99.99_100g,85200,0.1000,852.0000,27392.4156,85200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1073,"2023-05-02",KRW,금 99.99_1Kg,85400,1.0000,85.4000,2745.6717,85400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1074,"2023-05-02",KRW,미니금 99.99_100g,85160,0.1000,851.6000,27379.5554,85160.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1075,"2023-05-03",KRW,금 99.99_1Kg,86460,1.0000,86.4600,2779.7515,86460.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1076,"2023-05-03",KRW,미니금 99.99_100g,86300,0.1000,863.0000,27746.0736,86300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1077,"2023-05-04",KRW,금 99.99_1Kg,86720,1.0000,86.7200,2788.1107,86720.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1078,"2023-05-04",KRW,미니금 99.99_100g,86350,0.1000,863.5000,27762.1490,86350.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1079,"2023-05-08",KRW,금 99.99_1Kg,85920,1.0000,85.9200,2762.3901,85920.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1080,"2023-05-08",KRW,미니금 99.99_100g,85700,0.1000,857.0000,27553.1693,85700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1081,"2023-05-09",KRW,금 99.99_1Kg,86400,1.0000,86.4000,2777.8224,86400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1082,"2023-05-09",KRW,미니금 99.99_100g,85900,0.1000,859.0000,27617.4707,85900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1083,"2023-05-10",KRW,금 99.99_1Kg,86460,1.0000,86.4600,2779.7515,86460.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1084,"2023-05-10",KRW,미니금 99.99_100g,86060,0.1000,860.6000,27668.9119,86060.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1085,"2023-05-11",KRW,금 99.99_1Kg,86350,1.0000,86.3500,2776.2149,86350.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1086,"2023-05-11",KRW,미니금 99.99_100g,86120,0.1000,861.2000,27688.2023,86120.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1087,"2023-05-12",KRW,금 99.99_1Kg,86170,1.0000,86.1700,2770.4278,86170.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1088,"2023-05-12",KRW,미니금 99.99_100g,85960,0.1000,859.6000,27636.7611,85960.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1089,"2023-05-15",KRW,금 99.99_1Kg,86450,1.0000,86.4500,2779.4300,86450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1090,"2023-05-15",KRW,미니금 99.99_100g,86130,0.1000,861.3000,27691.4174,86130.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1091,"2023-05-16",KRW,금 99.99_1Kg,86460,1.0000,86.4600,2779.7515,86460.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1092,"2023-05-16",KRW,미니금 99.99_100g,86120,0.1000,861.2000,27688.2023,86120.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1093,"2023-05-17",KRW,금 99.99_1Kg,85780,1.0000,85.7800,2757.8890,85780.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1094,"2023-05-17",KRW,미니금 99.99_100g,85450,0.1000,854.5000,27472.7925,85450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1095,"2023-05-18",KRW,금 99.99_1Kg,85200,1.0000,85.2000,2739.2416,85200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1096,"2023-05-18",KRW,미니금 99.99_100g,84730,0.1000,847.3000,27241.3072,84730.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1097,"2023-05-19",KRW,금 99.99_1Kg,84100,1.0000,84.1000,2703.8758,84100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1098,"2023-05-19",KRW,미니금 99.99_100g,83850,0.1000,838.5000,26958.3809,83850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1099,"2023-05-22",KRW,금 99.99_1Kg,84110,1.0000,84.1100,2704.1973,84110.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1100,"2023-05-22",KRW,미니금 99.99_100g,83640,0.1000,836.4000,26890.8644,83640.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1101,"2023-05-23",KRW,금 99.99_1Kg,83090,1.0000,83.0900,2671.4035,83090.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1102,"2023-05-23",KRW,미니금 99.99_100g,82800,0.1000,828.0000,26620.7983,82800.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1103,"2023-05-24",KRW,금 99.99_1Kg,83820,1.0000,83.8200,2694.8736,83820.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1104,"2023-05-24",KRW,미니금 99.99_100g,83650,0.1000,836.5000,26894.0794,83650.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1105,"2023-05-25",KRW,금 99.99_1Kg,83650,1.0000,83.6500,2689.4079,83650.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1106,"2023-05-25",KRW,미니금 99.99_100g,83300,0.1000,833.0000,26781.5519,83300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1107,"2023-05-26",KRW,금 99.99_1Kg,83220,1.0000,83.2200,2675.5831,83220.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1108,"2023-05-26",KRW,미니금 99.99_100g,82900,0.1000,829.0000,26652.9490,82900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1109,"2023-05-30",KRW,금 99.99_1Kg,82510,1.0000,82.5100,2652.7561,82510.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1110,"2023-05-30",KRW,미니금 99.99_100g,82280,0.1000,822.8000,26453.6145,82280.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1111,"2023-05-31",KRW,금 99.99_1Kg,83450,1.0000,83.4500,2682.9778,83450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1112,"2023-05-31",KRW,미니금 99.99_100g,83350,0.1000,833.5000,26797.6273,83350.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1113,"2023-06-01",KRW,금 99.99_1Kg,83480,1.0000,83.4800,2683.9423,83480.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1114,"2023-06-01",KRW,미니금 99.99_100g,83380,0.1000,833.8000,26807.2725,83380.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1115,"2023-06-02",KRW,금 99.99_1Kg,83020,1.0000,83.0200,2669.1530,83020.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1116,"2023-06-02",KRW,미니금 99.99_100g,82900,0.1000,829.0000,26652.9490,82900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1117,"2023-06-05",KRW,금 99.99_1Kg,81700,1.0000,81.7000,2626.7140,81700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1118,"2023-06-05",KRW,미니금 99.99_100g,81770,0.1000,817.7000,26289.6459,81770.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1119,"2023-06-07",KRW,금 99.99_1Kg,82150,1.0000,82.1500,2641.1819,82150.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1120,"2023-06-07",KRW,미니금 99.99_100g,82000,0.1000,820.0000,26363.5925,82000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1121,"2023-06-08",KRW,금 99.99_1Kg,81660,1.0000,81.6600,2625.4280,81660.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1122,"2023-06-08",KRW,미니금 99.99_100g,81490,0.1000,814.9000,26199.6238,81490.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1123,"2023-06-09",KRW,금 99.99_1Kg,81830,1.0000,81.8300,2630.8936,81830.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1124,"2023-06-09",KRW,미니금 99.99_100g,81630,0.1000,816.3000,26244.6348,81630.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1125,"2023-06-12",KRW,금 99.99_1Kg,81440,1.0000,81.4400,2618.3548,81440.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1126,"2023-06-12",KRW,미니금 99.99_100g,81180,0.1000,811.8000,26099.9566,81180.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1127,"2023-06-13",KRW,금 99.99_1Kg,80270,1.0000,80.2700,2580.7385,80270.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1128,"2023-06-13",KRW,미니금 99.99_100g,80200,0.1000,802.0000,25784.8795,80200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1129,"2023-06-14",KRW,금 99.99_1Kg,80180,1.0000,80.1800,2577.8449,80180.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1130,"2023-06-14",KRW,미니금 99.99_100g,79890,0.1000,798.9000,25685.2123,79890.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1131,"2023-06-15",KRW,금 99.99_1Kg,80000,1.0000,80.0000,2572.0578,80000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1132,"2023-06-15",KRW,미니금 99.99_100g,79650,0.1000,796.5000,25608.0505,79650.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1133,"2023-06-16",KRW,금 99.99_1Kg,80410,1.0000,80.4100,2585.2396,80410.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1134,"2023-06-16",KRW,미니금 99.99_100g,79720,0.1000,797.2000,25630.5560,79720.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1135,"2023-06-19",KRW,금 99.99_1Kg,80850,1.0000,80.8500,2599.3859,80850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1136,"2023-06-19",KRW,미니금 99.99_100g,80320,0.1000,803.2000,25823.4604,80320.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1137,"2023-06-20",KRW,금 99.99_1Kg,80650,1.0000,80.6500,2592.9558,80650.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1138,"2023-06-20",KRW,미니금 99.99_100g,80170,0.1000,801.7000,25775.2343,80170.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1139,"2023-06-21",KRW,금 99.99_1Kg,80600,1.0000,80.6000,2591.3482,80600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1140,"2023-06-21",KRW,미니금 99.99_100g,80210,0.1000,802.1000,25788.0946,80210.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1141,"2023-06-22",KRW,금 99.99_1Kg,80560,1.0000,80.5600,2590.0622,80560.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1142,"2023-06-22",KRW,미니금 99.99_100g,80250,0.1000,802.5000,25800.9549,80250.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1143,"2023-06-23",KRW,금 99.99_1Kg,80760,1.0000,80.7600,2596.4924,80760.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1144,"2023-06-23",KRW,미니금 99.99_100g,80270,0.1000,802.7000,25807.3850,80270.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1145,"2023-06-26",KRW,금 99.99_1Kg,80910,1.0000,80.9100,2601.3150,80910.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1146,"2023-06-26",KRW,미니금 99.99_100g,80600,0.1000,806.0000,25913.4824,80600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1147,"2023-06-27",KRW,금 99.99_1Kg,80710,1.0000,80.7100,2594.8848,80710.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1148,"2023-06-27",KRW,미니금 99.99_100g,80400,0.1000,804.0000,25849.1810,80400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1149,"2023-06-28",KRW,금 99.99_1Kg,80760,1.0000,80.7600,2596.4924,80760.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1150,"2023-06-28",KRW,미니금 99.99_100g,80420,0.1000,804.2000,25855.6111,80420.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1151,"2023-06-29",KRW,금 99.99_1Kg,80810,1.0000,80.8100,2598.0999,80810.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1152,"2023-06-29",KRW,미니금 99.99_100g,80450,0.1000,804.5000,25865.2563,80450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1153,"2023-06-30",KRW,금 99.99_1Kg,80990,1.0000,80.9900,2603.8870,80990.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1154,"2023-06-30",KRW,미니금 99.99_100g,80690,0.1000,806.9000,25942.4181,80690.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1155,"2023-07-03",KRW,금 99.99_1Kg,80940,1.0000,80.9400,2602.2795,80940.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1156,"2023-07-03",KRW,미니금 99.99_100g,80550,0.1000,805.5000,25897.4070,80550.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1157,"2023-07-04",KRW,금 99.99_1Kg,80810,1.0000,80.8100,2598.0999,80810.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1158,"2023-07-04",KRW,미니금 99.99_100g,80560,0.1000,805.6000,25900.6221,80560.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1159,"2023-07-05",KRW,금 99.99_1Kg,80710,1.0000,80.7100,2594.8848,80710.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1160,"2023-07-05",KRW,미니금 99.99_100g,80310,0.1000,803.1000,25820.2453,80310.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1161,"2023-07-06",KRW,금 99.99_1Kg,80670,1.0000,80.6700,2593.5988,80670.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1162,"2023-07-06",KRW,미니금 99.99_100g,80220,0.1000,802.2000,25791.3097,80220.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1163,"2023-07-07",KRW,금 99.99_1Kg,80600,1.0000,80.6000,2591.3482,80600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1164,"2023-07-07",KRW,미니금 99.99_100g,80300,0.1000,803.0000,25817.0302,80300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1165,"2023-07-10",KRW,금 99.99_1Kg,80860,1.0000,80.8600,2599.7074,80860.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1166,"2023-07-10",KRW,미니금 99.99_100g,80600,0.1000,806.0000,25913.4824,80600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1167,"2023-07-11",KRW,금 99.99_1Kg,80670,1.0000,80.6700,2593.5988,80670.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1168,"2023-07-11",KRW,미니금 99.99_100g,80170,0.1000,801.7000,25775.2343,80170.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1169,"2023-07-12",KRW,금 99.99_1Kg,80630,1.0000,80.6300,2592.3128,80630.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1170,"2023-07-12",KRW,미니금 99.99_100g,80290,0.1000,802.9000,25813.8152,80290.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1171,"2023-07-13",KRW,금 99.99_1Kg,80700,1.0000,80.7000,2594.5633,80700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1172,"2023-07-13",KRW,미니금 99.99_100g,80260,0.1000,802.6000,25804.1699,80260.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1173,"2023-07-14",KRW,금 99.99_1Kg,80080,1.0000,80.0800,2574.6299,80080.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1174,"2023-07-14",KRW,미니금 99.99_100g,79760,0.1000,797.6000,25643.4163,79760.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1175,"2023-07-17",KRW,금 99.99_1Kg,79820,1.0000,79.8200,2566.2707,79820.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
1176,"2023-07-17",KRW,미니금 99.99_100g,79580,0.1000,795.8000,25585.5450,79580.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
