gold_id,base_date,currency_code,item_name,price_krw,weight_kg,price_per_gram,price_per_ounce,price_per_kilogram,created_at,updated_at,deleted_at,deleted_yn
1,"2020-01-02",KRW,미니금 100g,57020,0.1000,570.2000,18332.3420,57020.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
2,"2020-01-03",KRW,미니금 100g,58030,0.1000,580.3000,18657.0643,58030.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
3,"2020-01-06",KRW,미니금 100g,59490,0.1000,594.9000,19126.4649,59490.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
4,"2020-01-07",KRW,미니금 100g,59000,0.1000,590.0000,18968.9263,59000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
5,"2020-01-08",KRW,미니금 100g,60020,0.1000,600.2000,19296.8637,60020.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
6,"2020-01-09",KRW,미니금 100g,58050,0.1000,580.5000,18663.4945,58050.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
7,"2020-01-10",KRW,미니금 100g,58000,0.1000,580.0000,18647.4191,58000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
8,"2020-01-13",KRW,미니금 100g,58010,0.1000,580.1000,18650.6342,58010.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
9,"2020-01-14",KRW,미니금 100g,57600,0.1000,576.0000,18518.8162,57600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
10,"2020-01-15",KRW,미니금 100g,57990,0.1000,579.9000,18644.2040,57990.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
11,"2020-01-16",KRW,미니금 100g,58020,0.1000,580.2000,18653.8492,58020.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
12,"2020-01-17",KRW,미니금 100g,58070,0.1000,580.7000,18669.9246,58070.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
13,"2020-01-20",KRW,미니금 100g,58350,0.1000,583.5000,18759.9466,58350.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
14,"2020-01-21",KRW,미니금 100g,58850,0.1000,588.5000,18920.7002,58850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
15,"2020-01-22",KRW,미니금 100g,58340,0.1000,583.4000,18756.7316,58340.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
16,"2020-01-23",KRW,미니금 100g,58730,0.1000,587.3000,18882.1194,58730.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
17,"2020-01-28",KRW,미니금 100g,59710,0.1000,597.1000,19197.1965,59710.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
18,"2020-01-29",KRW,미니금 100g,59200,0.1000,592.0000,19033.2278,59200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
19,"2020-01-30",KRW,미니금 100g,60000,0.1000,600.0000,19290.4336,60000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
20,"2020-01-31",KRW,미니금 100g,60240,0.1000,602.4000,19367.5953,60240.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
21,"2020-02-03",KRW,미니금 100g,60570,0.1000,605.7000,19473.6927,60570.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
22,"2020-02-04",KRW,미니금 100g,60160,0.1000,601.6000,19341.8747,60160.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
23,"2020-02-05",KRW,미니금 100g,59570,0.1000,595.7000,19152.1854,59570.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
24,"2020-02-06",KRW,미니금 100g,59050,0.1000,590.5000,18985.0017,59050.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
25,"2020-02-07",KRW,미니금 100g,59680,0.1000,596.8000,19187.5512,59680.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
26,"2020-02-10",KRW,미니금 100g,59940,0.1000,599.4000,19271.1431,59940.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
27,"2020-02-11",KRW,미니금 100g,59600,0.1000,596.0000,19161.8307,59600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
28,"2020-02-12",KRW,미니금 100g,59310,0.1000,593.1000,19068.5936,59310.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
29,"2020-02-13",KRW,미니금 100g,59810,0.1000,598.1000,19229.3472,59810.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
30,"2020-02-14",KRW,미니금 100g,60050,0.1000,600.5000,19306.5089,60050.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
31,"2020-02-17",KRW,미니금 100g,60110,0.1000,601.1000,19325.7993,60110.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
32,"2020-02-18",KRW,미니금 100g,60500,0.1000,605.0000,19451.1872,60500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
33,"2020-02-19",KRW,미니금 100g,60000,0.1000,600.0000,19290.4336,60000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
34,"2020-02-20",KRW,미니금 100g,61450,0.1000,614.5000,19756.6190,61450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
35,"2020-02-21",KRW,미니금 100g,62650,0.1000,626.5000,20142.4277,62650.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
36,"2020-02-24",KRW,미니금 100g,64500,0.1000,645.0000,20737.2161,64500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
37,"2020-02-25",KRW,미니금 100g,63200,0.1000,632.0000,20319.2567,63200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
38,"2020-02-26",KRW,미니금 100g,63250,0.1000,632.5000,20335.3320,63250.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
39,"2020-02-27",KRW,미니금 100g,63220,0.1000,632.2000,20325.6868,63220.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
40,"2020-02-28",KRW,미니금 100g,63100,0.1000,631.0000,20287.1060,63100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
41,"2020-03-02",KRW,미니금 100g,61200,0.1000,612.0000,19676.2422,61200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
42,"2020-03-03",KRW,미니금 100g,61120,0.1000,611.2000,19650.5216,61120.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
43,"2020-03-04",KRW,미니금 100g,62410,0.1000,624.1000,20065.2660,62410.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
44,"2020-03-05",KRW,미니금 100g,62200,0.1000,622.0000,19997.7494,62200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
45,"2020-03-06",KRW,미니금 100g,63880,0.1000,638.8000,20537.8816,63880.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
46,"2020-03-09",KRW,미니금 100g,64000,0.1000,640.0000,20576.4625,64000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
47,"2020-03-10",KRW,미니금 100g,63450,0.1000,634.5000,20399.6335,63450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
48,"2020-03-11",KRW,미니금 100g,63830,0.1000,638.3000,20521.8062,63830.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
49,"2020-03-12",KRW,미니금 100g,63040,0.1000,630.4000,20267.8155,63040.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
50,"2020-03-13",KRW,미니금 100g,62120,0.1000,621.2000,19972.0289,62120.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
51,"2020-03-16",KRW,미니금 100g,60950,0.1000,609.5000,19595.8654,60950.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
52,"2020-03-17",KRW,미니금 100g,59600,0.1000,596.0000,19161.8307,59600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
53,"2020-03-18",KRW,미니금 100g,60700,0.1000,607.0000,19515.4886,60700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
54,"2020-03-19",KRW,미니금 100g,60110,0.1000,601.1000,19325.7993,60110.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
55,"2020-03-20",KRW,미니금 100g,59830,0.1000,598.3000,19235.7773,59830.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
56,"2020-03-23",KRW,미니금 100g,60990,0.1000,609.9000,19608.7257,60990.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
57,"2020-03-24",KRW,미니금 100g,63200,0.1000,632.0000,20319.2567,63200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
58,"2020-03-25",KRW,미니금 100g,64260,0.1000,642.6000,20660.0543,64260.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
59,"2020-03-26",KRW,미니금 100g,63480,0.1000,634.8000,20409.2787,63480.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
60,"2020-03-27",KRW,미니금 100g,63920,0.1000,639.2000,20550.7419,63920.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
61,"2020-03-30",KRW,미니금 100g,64100,0.1000,641.0000,20608.6132,64100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
62,"2020-03-31",KRW,미니금 100g,63850,0.1000,638.5000,20528.2364,63850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
63,"2020-04-01",KRW,미니금 100g,63010,0.1000,630.1000,20258.1703,63010.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
64,"2020-04-02",KRW,미니금 100g,63280,0.1000,632.8000,20344.9773,63280.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
65,"2020-04-03",KRW,미니금 100g,64100,0.1000,641.0000,20608.6132,64100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
66,"2020-04-06",KRW,미니금 100g,64100,0.1000,641.0000,20608.6132,64100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
67,"2020-04-07",KRW,미니금 100g,65290,0.1000,652.9000,20991.2068,65290.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
68,"2020-04-08",KRW,미니금 100g,64530,0.1000,645.3000,20746.8613,64530.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
69,"2020-04-09",KRW,미니금 100g,64600,0.1000,646.0000,20769.3668,64600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
70,"2020-04-10",KRW,미니금 100g,65800,0.1000,658.0000,21155.1755,65800.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
71,"2020-04-13",KRW,미니금 100g,66600,0.1000,666.0000,21412.3812,66600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
72,"2020-04-14",KRW,미니금 100g,67800,0.1000,678.0000,21798.1899,67800.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
73,"2020-04-16",KRW,미니금 100g,68030,0.1000,680.3000,21872.1366,68030.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
74,"2020-04-17",KRW,미니금 100g,66300,0.1000,663.0000,21315.9291,66300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
75,"2020-04-20",KRW,미니금 100g,66240,0.1000,662.4000,21296.6386,66240.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
76,"2020-04-21",KRW,미니금 100g,67030,0.1000,670.3000,21550.6294,67030.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
77,"2020-04-22",KRW,미니금 100g,67220,0.1000,672.2000,21611.7157,67220.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
78,"2020-04-23",KRW,미니금 100g,68220,0.1000,682.2000,21933.2229,68220.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
79,"2020-04-24",KRW,미니금 100g,68790,0.1000,687.9000,22116.4821,68790.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
80,"2020-04-27",KRW,미니금 100g,68400,0.1000,684.0000,21991.0942,68400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
81,"2020-04-28",KRW,미니금 100g,67490,0.1000,674.9000,21698.5227,67490.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
82,"2020-04-29",KRW,미니금 100g,67500,0.1000,675.0000,21701.7377,67500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
83,"2020-05-04",KRW,미니금 100g,68000,0.1000,680.0000,21862.4914,68000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
84,"2020-05-06",KRW,미니금 100g,67400,0.1000,674.0000,21669.5870,67400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
85,"2020-05-07",KRW,미니금 100g,66740,0.1000,667.4000,21457.3923,66740.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
86,"2020-05-08",KRW,미니금 100g,67510,0.1000,675.1000,21704.9528,67510.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
87,"2020-05-11",KRW,미니금 100g,67140,0.1000,671.4000,21585.9951,67140.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
88,"2020-05-12",KRW,미니금 100g,67370,0.1000,673.7000,21659.9418,67370.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
89,"2020-05-13",KRW,미니금 100g,67050,0.1000,670.5000,21557.0595,67050.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
90,"2020-05-14",KRW,미니금 100g,67720,0.1000,677.2000,21772.4693,67720.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
91,"2020-05-15",KRW,미니금 100g,68770,0.1000,687.7000,22110.0519,68770.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
92,"2020-05-18",KRW,미니금 100g,69900,0.1000,699.0000,22473.3551,69900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
93,"2020-05-19",KRW,미니금 100g,68590,0.1000,685.9000,22052.1806,68590.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
94,"2020-05-20",KRW,미니금 100g,69220,0.1000,692.2000,22254.7302,69220.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
95,"2020-05-21",KRW,미니금 100g,69240,0.1000,692.4000,22261.1603,69240.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
96,"2020-05-22",KRW,미니금 100g,69200,0.1000,692.0000,22248.3000,69200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
97,"2020-05-25",KRW,미니금 100g,69700,0.1000,697.0000,22409.0536,69700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
98,"2020-05-26",KRW,미니금 100g,69410,0.1000,694.1000,22315.8165,69410.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
99,"2020-05-27",KRW,미니금 100g,68460,0.1000,684.6000,22010.3847,68460.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
100,"2020-05-28",KRW,미니금 100g,68900,0.1000,689.0000,22151.8479,68900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
101,"2020-05-29",KRW,미니금 100g,68900,0.1000,689.0000,22151.8479,68900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
102,"2020-06-01",KRW,미니금 100g,69330,0.1000,693.3000,22290.0960,69330.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
103,"2020-06-02",KRW,미니금 100g,68920,0.1000,689.2000,22158.2780,68920.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
104,"2020-06-03",KRW,미니금 100g,68030,0.1000,680.3000,21872.1366,68030.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
105,"2020-06-04",KRW,미니금 100g,67430,0.1000,674.3000,21679.2322,67430.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
106,"2020-06-05",KRW,미니금 100g,67980,0.1000,679.8000,21856.0612,67980.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
107,"2020-06-08",KRW,미니금 100g,66300,0.1000,663.0000,21315.9291,66300.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
108,"2020-06-09",KRW,미니금 100g,66700,0.1000,667.0000,21444.5320,66700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
109,"2020-06-10",KRW,미니금 100g,67100,0.1000,671.0000,21573.1349,67100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
110,"2020-06-11",KRW,미니금 100g,67980,0.1000,679.8000,21856.0612,67980.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
111,"2020-06-12",KRW,미니금 100g,68030,0.1000,680.3000,21872.1366,68030.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
112,"2020-06-15",KRW,미니금 100g,68100,0.1000,681.0000,21894.6421,68100.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
113,"2020-06-16",KRW,미니금 100g,67870,0.1000,678.7000,21820.6954,67870.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
114,"2020-06-17",KRW,미니금 100g,68000,0.1000,680.0000,21862.4914,68000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
115,"2020-06-18",KRW,미니금 100g,67800,0.1000,678.0000,21798.1899,67800.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
116,"2020-06-19",KRW,미니금 100g,67850,0.1000,678.5000,21814.2653,67850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
117,"2020-06-22",KRW,미니금 100g,68990,0.1000,689.9000,22180.7835,68990.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
118,"2020-06-23",KRW,미니금 100g,68510,0.1000,685.1000,22026.4600,68510.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
119,"2020-06-24",KRW,미니금 100g,68830,0.1000,688.3000,22129.3424,68830.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
120,"2020-06-25",KRW,미니금 100g,68600,0.1000,686.0000,22055.3957,68600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
121,"2020-06-26",KRW,미니금 100g,68400,0.1000,684.0000,21991.0942,68400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
122,"2020-06-29",KRW,미니금 100g,68750,0.1000,687.5000,22103.6218,68750.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
123,"2020-06-30",KRW,미니금 100g,68790,0.1000,687.9000,22116.4821,68790.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
124,"2020-07-01",KRW,미니금 100g,69520,0.1000,695.2000,22351.1823,69520.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
125,"2020-07-02",KRW,미니금 100g,68700,0.1000,687.0000,22087.5464,68700.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
126,"2020-07-03",KRW,미니금 100g,69000,0.1000,690.0000,22183.9986,69000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
127,"2020-07-06",KRW,미니금 100g,68780,0.1000,687.8000,22113.2670,68780.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
128,"2020-07-07",KRW,미니금 100g,68850,0.1000,688.5000,22135.7725,68850.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
129,"2020-07-08",KRW,미니금 100g,69330,0.1000,693.3000,22290.0960,69330.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
130,"2020-07-09",KRW,미니금 100g,70050,0.1000,700.5000,22521.5812,70050.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
131,"2020-07-10",KRW,미니금 100g,69830,0.1000,698.3000,22450.8496,69830.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
132,"2020-07-13",KRW,미니금 100g,69980,0.1000,699.8000,22499.0757,69980.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
133,"2020-07-14",KRW,미니금 100g,70200,0.1000,702.0000,22569.8073,70200.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
134,"2020-07-15",KRW,미니금 100g,70180,0.1000,701.8000,22563.3771,70180.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
135,"2020-07-16",KRW,미니금 100g,70490,0.1000,704.9000,22663.0444,70490.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
136,"2020-07-17",KRW,미니금 100g,70250,0.1000,702.5000,22585.8826,70250.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
137,"2020-07-20",KRW,미니금 100g,70400,0.1000,704.0000,22634.1087,70400.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
138,"2020-07-21",KRW,미니금 100g,70410,0.1000,704.1000,22637.3238,70410.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
139,"2020-07-22",KRW,미니금 100g,71890,0.1000,718.9000,23113.1545,71890.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
140,"2020-07-23",KRW,미니금 100g,72610,0.1000,726.1000,23344.6397,72610.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
141,"2020-07-24",KRW,미니금 100g,73740,0.1000,737.4000,23707.9428,73740.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
142,"2020-07-27",KRW,미니금 100g,77500,0.1000,775.0000,24916.8100,77500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
143,"2020-07-28",KRW,미니금 100g,80640,0.1000,806.4000,25926.3427,80640.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
144,"2020-07-29",KRW,미니금 100g,79010,0.1000,790.1000,25402.2859,79010.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
145,"2020-07-30",KRW,미니금 100g,79970,0.1000,799.7000,25710.9329,79970.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
146,"2020-07-31",KRW,미니금 100g,78500,0.1000,785.0000,25238.3172,78500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
147,"2020-08-03",KRW,미니금 100g,78760,0.1000,787.6000,25321.9091,78760.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
148,"2020-08-04",KRW,미니금 100g,77740,0.1000,777.4000,24993.9717,77740.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
149,"2020-08-05",KRW,미니금 100g,78900,0.1000,789.0000,25366.9201,78900.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
150,"2020-08-06",KRW,미니금 100g,79500,0.1000,795.0000,25559.8245,79500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
151,"2020-08-07",KRW,미니금 100g,80020,0.1000,800.2000,25727.0082,80020.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
152,"2020-08-10",KRW,미니금 100g,79000,0.1000,790.0000,25399.0708,79000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
153,"2020-08-11",KRW,미니금 100g,77800,0.1000,778.0000,25013.2622,77800.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
154,"2020-08-12",KRW,미니금 100g,73000,0.1000,730.0000,23470.0275,73000.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
155,"2020-08-13",KRW,미니금 100g,74480,0.1000,744.8000,23945.8582,74480.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
156,"2020-08-14",KRW,미니금 100g,75450,0.1000,754.5000,24257.7202,75450.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
157,"2020-08-18",KRW,미니금 100g,77050,0.1000,770.5000,24772.1318,77050.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
158,"2020-08-19",KRW,미니금 100g,76630,0.1000,766.3000,24637.0987,76630.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
159,"2020-08-20",KRW,미니금 100g,75290,0.1000,752.9000,24206.2790,75290.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
160,"2020-08-21",KRW,미니금 100g,74870,0.1000,748.7000,24071.2460,74870.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
161,"2020-08-24",KRW,미니금 100g,74760,0.1000,747.6000,24035.8802,74760.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
162,"2020-08-25",KRW,미니금 100g,74170,0.1000,741.7000,23846.1909,74170.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
163,"2020-08-26",KRW,미니금 100g,73950,0.1000,739.5000,23775.4594,73950.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
164,"2020-08-27",KRW,미니금 100g,74500,0.1000,745.0000,23952.2883,74500.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
165,"2020-08-28",KRW,미니금 100g,74530,0.1000,745.3000,23961.9335,74530.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
166,"2020-08-31",KRW,미니금 100g,75420,0.1000,754.2000,24248.0750,75420.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
167,"2020-09-01",KRW,미니금 100g,75880,0.1000,758.8000,24395.9683,75880.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
168,"2020-09-02",KRW,미니금 100g,75590,0.1000,755.9000,24302.7312,75590.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
169,"2020-09-03",KRW,미니금 100g,74600,0.1000,746.0000,23984.4391,74600.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
170,"2020-09-04",KRW,미니금 100g,74790,0.1000,747.9000,24045.5254,74790.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
171,"2020-09-07",KRW,미니금 100g,74550,0.1000,745.5000,23968.3637,74550.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
172,"2020-09-08",KRW,미니금 100g,74290,0.1000,742.9000,23884.7718,74290.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
173,"2020-09-09",KRW,미니금 100g,74420,0.1000,744.2000,23926.5677,74420.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
174,"2020-09-10",KRW,미니금 100g,74690,0.1000,746.9000,24013.3747,74690.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
175,"2020-09-11",KRW,미니금 100g,74740,0.1000,747.4000,24029.4501,74740.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
176,"2020-09-14",KRW,미니금 100g,74410,0.1000,744.1000,23923.3527,74410.0000,"2025-05-19 14:59:17","2025-05-19 14:59:17",NULL,N
